name,per,team
Kevin Garnett,20.4,BOS
Marc Gasol,18.4,MEM
Pau Gasol,20.4,LAL
Rudy Gay,17.8,MEM
Alonzo Gee,13.2,CLE
Paul George,16.5,IND
Taj Gibson,16.9,CHI
Drew Gooden,18.8,MIL
Ben Gordon,13.5,DET
Marcin Gortat,21.2,PHO
Danny Granger,18.6,IND
Danny Green,15.5,SAS
Blake Griffin,23.4,LAC
Tyler Hansbrough,14.7,IND
James Harden,21.1,OKC
Al Harrington,15.3,DEN
Devin Harris,16.0,UTA
Udonis Haslem,10.9,MIA
Chuck Hayes,8.9,SAC
Gordon Hayward,15.5,UTA
Brendan Haywood,12.9,DAL
Gerald Henderson,14.0,CHA
Roy Hibbert,19.3,IND
George Hill,15.7,IND
Grant Hill,12.3,PHO
Kirk Hinrich,9.2,ATL
Jrue Holiday,14.7,PHI
Dwight Howard,24.2,ORL
Kris Humphries,17.9,NJN
Serge Ibaka,19.0,OKC
Andre Iguodala,17.6,PHI
Ersan Ilyasova,20.5,MIL
Kyrie Irving,21.4,CLE
Jarrett Jack,17.9,NOH
LeBron James,30.7,MIA
Antawn Jamison,16.1,CLE
Al Jefferson,22.8,UTA
Richard Jefferson,10.9,SAS
Brandon Jennings,18.4,MIL
Jonas Jerebko,14.2,DET
Amir Johnson,14.4,TOR
James Johnson,14.5,TOR
Joe Johnson,18.4,ATL
Wesley Johnson,8.0,MIN
Dahntay Jones,10.3,IND
DeAndre Jordan,16.4,LAC
Chris Kaman,15.3,NOH
Jason Kidd,13.1,DAL
Linas Kleiza,12.4,TOR
Brandon Knight,11.7,DET
Kyle Korver,13.6,CHI
Ty Lawson,19.4,DEN
Courtney Lee,12.6,HOU
David Lee,19.7,GSW
Kawhi Leonard,16.6,SAS
Shaun Livingston,11.0,MIL
Kevin Love,25.4,MIN
Kyle Lowry,18.8,HOU
Ian Mahinmi,13.5,DAL
Shawn Marion,15.0,DAL
Kevin Martin,16.5,HOU
Wesley Matthews,14.1,POR
Jason Maxiell,11.7,DET
O.J. Mayo,14.7,MEM
Luc Mbah a Moute,13.9,MIL
JaVale McGee,19.6,WAS
Dominic McGuire,11.8,GSW
Jodie Meeks,11.5,PHI
C.J. Miles,12.4,UTA
Andre Miller,14.8,DEN
Paul Millsap,21.8,UTA
Greg Monroe,22.0,DET
Markieff Morris,12.1,PHO
Anthony Morrow,13.1,NJN
Byron Mullens,13.0,CHA
Steve Nash,20.3,PHO
Gary Neal,14.2,SAS
Jameer Nelson,14.6,ORL
Joakim Noah,19.6,CHI
Steve Novak,15.9,NYK
Dirk Nowitzki,21.7,DAL
Lamar Odom,9.2,DAL
Zaza Pachulia,14.0,ATL
Anthony Parker,10.9,CLE
Tony Parker,22.0,SAS
Chandler Parsons,13.3,HOU
Patrick Patterson,11.5,HOU
Chris Paul,27.0,LAC
Nikola Pekovic,21.4,MIN
Kendrick Perkins,8.7,OKC
Paul Pierce,19.6,BOS
Quincy Pondexter,9.4,MEM
Tayshaun Prince,12.8,DET
J.J. Redick,15.1,ORL
Jason Richardson,13.3,ORL
Luke Ridnour,13.6,MIN
Nate Robinson,18.0,GSW
Rajon Rondo,17.5,BOS
Derrick Rose,23.0,CHI
Ricky Rubio,14.6,MIN
Brandon Rush,15.2,GSW
John Salmons,9.0,SAC
Luis Scola,15.4,HOU
Kevin Seraphin,15.8,WAS
Ramon Sessions,16.4,CLE
Iman Shumpert,10.8,NYK
Chris Singleton,8.3,WAS
Josh Smith,21.1,ATL
Marreese Speights,14.1,MEM
Tiago Splitter,20.5,SAS
Amar'e Stoudemire,17.7,NYK
Rodney Stuckey,17.6,DET
Jeff Teague,15.8,ATL
Jason Terry,15.7,DAL
Isaiah Thomas,17.6,SAC
Tyrus Thomas,9.0,CHA
Jason Thompson,16.4,SAC
Klay Thompson,14.9,GSW
Tristan Thompson,13.3,CLE
Marcus Thornton,17.4,SAC
Hedo Turkoglu,11.7,ORL
Evan Turner,12.6,PHI
Beno Udrih,13.1,MIL
Greivis Vasquez,14.2,NOH
Jan Vesely,11.5,WAS
Dwyane Wade,26.3,MIA
Kemba Walker,14.9,CHA
John Wall,17.7,WAS
Gerald Wallace,15.5,POR
C.J. Watson,13.3,CHI
Earl Watson,9.5,UTA
Martell Webster,10.0,MIN
David West,17.8,IND
Delonte West,15.3,DAL
Russell Westbrook,22.9,OKC
D.J. White,12.4,CHA
Deron Williams,20.3,NJN
Derrick Williams,12.9,MIN
Louis Williams,20.2,PHI
Marvin Williams,15.8,ATL
Mo Williams,15.0,LAC
Shelden Williams,11.9,NJN
Metta World Peace,11.0,LAL
Dorell Wright,15.0,GSW
Nick Young,14.2,WAS
Thaddeus Young,18.9,PHI
