name,per,team
Brendan Haywood,18.3,WAS
Luther Head,13.6,HOU
Grant Hill,15.7,PHO
Kirk Hinrich,13.1,CHI
Al Horford,14.7,ATL
Eddie House,13.0,BOS
Dwight Howard,22.9,ORL
Josh Howard,18.3,DAL
Larry Hughes,11.6,CLE
Andre Iguodala,19.0,PHI
Zydrunas Ilgauskas,18.7,CLE
Allen Iverson,20.9,DEN
Royal Ivey,8.8,MIL
Jarrett Jack,13.0,POR
Stephen Jackson,14.9,GSW
LeBron James,29.1,CLE
Antawn Jamison,20.3,WAS
Marko Jaric,12.1,MIN
Al Jefferson,22.7,MIN
Richard Jefferson,17.4,NJN
Jared Jeffries,7.9,NYK
Yi Jianlian,11.3,MIL
Anthony Johnson,12.0,ATL
Joe Johnson,17.3,ATL
Damon Jones,11.3,CLE
Fred Jones,10.9,NYK
James Jones,13.6,POR
Chris Kaman,17.5,LAC
Jason Kapono,10.8,TOR
Jason Kidd,15.7,NJN
Jason Kidd,18.4,DAL
Andrei Kirilenko,17.2,UTA
Linas Kleiza,14.4,DEN
Brevin Knight,11.4,LAC
Kyle Korver,14.2,UTA
David Lee,16.7,NYK
Rashard Lewis,14.3,ORL
Kyle Lowry,11.9,MEM
Corey Maggette,1.4,LAC
Shawn Marion,17.1,PHO
Kenyon Martin,21.0,DEN
Kevin Martin,12.3,SAC
Desmond Mason,13.8,MIL
Roger Mason,16.7,WAS
Jason Maxiell,14.6,DET
Rashad McCants,2.6,MIN
Antonio McDyess,18.4,DET
Tracy McGrady,6.6,HOU
Jeff McInnis,20.3,CHA
Darko Milicic,18.4,MEM
Andre Miller,16.8,PHI
Brad Miller,16.1,SAC
Mike Miller,16.1,MEM
Paul Millsap,22.5,UTA
Yao Ming,11.5,HOU
Cuttino Mobley,15.8,LAC
Nazr Mohammed,15.0,CHA
Jamario Moon,11.5,TOR
Mikki Moore,4.3,SAC
Troy Murphy,13.2,IND
Bostjan Nachbar,12.1,NJN
Eduardo Najera,21.1,DEN
Steve Nash,11.9,PHO
Juan Carlos Navarro,15.5,MEM
Jameer Nelson,16.1,ORL
Rasho Nesterovic,9.7,TOR
Joakim Noah,13.6,CHI
Andres Nocioni,17.3,CHI
Dirk Nowitzki,14.0,DAL
Jermaine O'Neal,17.1,IND
Fabricio Oberto,16.9,SAS
Lamar Odom,17.4,LAL
Emeka Okafor,15.2,CHA
Mehmet Okur,9.7,UTA
Travis Outlaw,10.0,POR
Jannero Pargo,14.4,NOH
Anthony Parker,7.0,TOR
Tony Parker,10.9,SAS
Chris Paul,7.2,NOH
Sasha Pavlovic,9.6,CLE
Kendrick Perkins,10.3,BOS
Morris Peterson,10.0,NOH
Johan Petro,8.3,SEA
Paul Pierce,12.7,BOS
Mickael Pietrus,8.7,GSW
James Posey,20.9,BOS
Josh Powell,9.0,LAC
Tayshaun Prince,8.3,DET
Joel Przybilla,13.8,POR
Chris Quinn,12.6,MIA
Vladimir Radmanovic,15.6,LAL
Zach Randolph,11.9,NYK
Michael Redd,12.7,MIL
Jason Richardson,4.2,CHA
Quentin Richardson,11.3,NYK
Luke Ridnour,15.3,SEA
Nate Robinson,9.0,NYK
Rajon Rondo,7.3,BOS
Quinton Ross,19.4,LAC
Brandon Roy,12.1,POR
Kareem Rush,13.9,IND
John Salmons,12.0,SAC
Luis Scola,11.4,HOU
Thabo Sefolosha,18.2,CHI
Bobby Simmons,0.0,MIL
Craig Smith,18.1,MIN
J.R. Smith,10.7,DEN
Jason Smith,16.1,PHI
Joe Smith,14.9,CHI
Josh Smith,3.1,ATL
Darius Songaila,13.3,WAS
Jerry Stackhouse,12.6,DAL
DeShawn Stevenson,15.7,WAS
Peja Stojakovic,11.5,NOH
Amar'e Stoudemire,6.2,PHO
Rodney Stuckey,2.9,DET
Wally Szczerbiak,10.3,SEA
Sebastian Telfair,17.8,MIN
Jason Terry,-1.9,DAL
Kurt Thomas,11.1,SEA
Tim Thomas,14.6,LAC
Tyrus Thomas,12.7,CHI
Al Thornton,12.8,LAC
Jamaal Tinsley,11.8,IND
Ronny Turiaf,17.8,LAL
Hedo Turkoglu,11.5,ORL
Ime Udoka,13.3,SAS
Beno Udrih,12.0,SAC
Anderson Varejao,9.2,CLE
Jacque Vaughn,14.9,SAS
Charlie Villanueva,11.6,MIL
Sasha Vujacic,21.5,LAL
Dwyane Wade,1.0,MIA
Ben Wallace,12.4,CHI
Gerald Wallace,17.2,CHA
Rasheed Wallace,12.3,DET
Luke Walton,16.2,LAL
Hakim Warrick,9.0,MEM
Earl Watson,10.7,SEA
Martell Webster,14.4,POR
Bonzi Wells,15.1,HOU
David West,12.1,NOH
Chris Wilcox,11.3,SEA
Damien Wilkins,8.6,SEA
Deron Williams,12.7,UTA
Jason Williams,13.2,MIA
Louis Williams,11.0,PHI
Marvin Williams,17.0,ATL
Mo Williams,13.9,MIL
Sean Williams,12.8,NJN
Metta World Peace,8.4,SAC
Antoine Wright,9.0,NJN
Dorell Wright,15.4,MIA
Nick Young,16.5,WAS
