name,per,team
Tree Rollins,15.4,ATL
Lorenzo Romar,12.3,GSW
Dan Roundfield,18.8,ATL
Jeff Ruland,19.4,WSB
Danny Schayes,11.7,UTA
Alvin Scott,11.8,PHO
Lonnie Shelton,12.7,SEA
Ed Sherod,11.4,NYK
Purvis Short,17.6,GSW
Jerry Sichting,11.7,IND
Jack Sikma,19.6,SEA
Larry Smith,13.2,GSW
Phil Smith,11.7,SEA
Randy Smith,14.9,SDC
Ricky Sobers,12.8,WSB
Rory Sparrow,13.7,ATL
Terry Teagle,10.3,HOU
Reggie Theus,19.2,CHI
Isiah Thomas,18.9,DET
David Thompson,16.1,SEA
Mychal Thompson,15.4,POR
Andrew Toney,17.9,PHI
Kelly Tripucka,19.8,DET
Trent Tucker,11.6,NYK
Terry Tyler,15.1,DET
Darnell Valentine,17.3,POR
Kiki Vandeweghe,21.8,DEN
Jay Vincent,17.1,DAL
Danny Vranes,10.6,SEA
Foots Walker,11.4,NJN
Wally Walker,10.1,HOU
Bill Walton,18.0,SDC
Marvin Webster,14.0,NYK
Scott Wedman,13.7,CLE
Paul Westphal,14.1,NYK
Bob Wilkerson,9.2,CLE
Jamaal Wilkes,17.6,LAL
Dominique Wilkins,16.6,ATL
Jeff Wilkins,11.6,UTA
Buck Williams,18.6,NJN
Gus Williams,20.5,SEA
Herb Williams,17.4,IND
Ray Williams,14.4,KCK
Rob Williams,10.7,DEN
Sam Williams,15.6,GSW
Sly Williams,18.2,NYK
Bill Willoughby,9.1,SAS
Brian Winters,12.1,MIL
Al Wood,13.0,SDC
Mike Woodson,18.9,KCK
Orlando Woolridge,17.0,CHI
James Worthy,17.4,LAL
