name,per,team
Kenny Thomas,16.4,HOU
Kurt Thomas,15.8,NYK
Tim Thomas,13.1,MIL
Jamaal Tinsley,13.4,IND
Oscar Torres,11.4,HOU
Gary Trent,15.4,MIN
Jake Tsakalidis,11.7,PHO
Hedo Turkoglu,14.2,SAC
Nick Van Exel,18.4,DEN
Keith Van Horn,16.0,NJN
Jacque Vaughn,13.1,ATL
Antoine Walker,17.1,BOS
Samaki Walker,14.5,LAL
Ben Wallace,18.6,DET
Rasheed Wallace,19.3,POR
Charlie Ward,14.5,NYK
Clarence Weatherspoon,13.3,NYK
Chris Webber,24.4,SAC
Bonzi Wells,18.4,POR
David Wesley,11.3,CHH
Jahidi White,14.9,WAS
Chris Whitney,15.6,WAS
Aaron Williams,15.2,NJN
Alvin Williams,13.8,TOR
Eric Williams,8.8,BOS
Jason Williams,15.1,MEM
Jerome Williams,15.7,TOR
Monty Williams,14.7,ORL
Walt Williams,13.1,HOU
Corliss Williamson,20.0,DET
Lorenzen Wright,14.8,MEM
